TestModel,Mouseratio,DuplicateModel,Vendor,TestModel2,Cancer,TumorPurity
LU2055-R1P6-20160524-54220-20210511,25.75,LU2055,NOD/SCID;,LU2055,LU,74.25
HN2574-R6P14-55488-55490-20210420-1,34.01,HN2574,NOD/SCID;,HN2574,HN,65.99
ES2311-P1-20120606-3918-20210525,11.76,ES2311,NOD/SCID;,ES2311,ES,88.24
OV2017-R5P8-54724-20210407,16.91,OV2017,NOD/SCID;,OV2017,OV,83.09
OV0589-R8P4-54582-54583-54584-54585-20210427,27.47,OV0589,NOD/SCID;,OV0589,OV,72.53
LU5165-R2P5-20190717-23207-20210406,17.02,LU5165,NOD/SCID;,LU5165,LU,82.98
CR6927-R4P5-52243-20201103,8.51,CR6927,NOD/SCID;,CR6927,CR,91.49
OV2017-R2P7-58116-202012229,40.92,OV2017,NOD/SCID;,OV2017,OV,59.08
BL5003-R5P7-20210331-R-28507-20210608,16.49,BL5003,NOD/SCID;,BL5003,BL,83.51
LU5184-R1P3-20180829-R-14467-20210615-Machine,1.07,LU5184,NOD/SCID;,LU5184,LU,98.93
LU6412-R1P6-28755-202106015,13.76,LU6412,NOD/SCID;,LU6412,LU,86.24
LU5184-R1P4-20181017-R-18355-20201222,4.1,LU5184,NOD/SCID;,LU5184,LU,95.9
PA13037-R1P7-51170-20201110,27.71,PA13037,NOD/SCID;,PA13037,PA,72.29
LU5184-R1P4-20181017-18355-20201103,2.11,LU5184,NOD/SCID;,LU5184,LU,97.89
LU5260-R4P4-55927-55930-20210518,56.27,LU5260,NOD/SCID;,LU5260,LU,43.73
LU11554-R1P4-20191029-38035-20210323,17.16,LU11554,NOD/SCID;,LU11554,LU,82.84
CR6454-R1P8-50643-20210202,7.42,CR6454,NOD/SCID;,CR6454,CR,92.58
PR6513-R1P12-3967-20210513,8.53,PR6513,NOD/SCID;,PR6513,PR,91.47
LU5243-R2P2-20161221-R-0412-20210511,4.38,LU5243,NOD/SCID;,LU5243,LU,95.62
GA6208-R4P4-35709-20210608,42.19,GA6208,NOD/SCID;,GA6208,GA,57.81
MT16036-R5P6-17416-20210608,56.93,MT16036,NOD/SCID;,MT16036,MT,43.07
LU1868-R16P3-23607-20210309,69.77,LU1868,NOD/SCID;,LU1868,LU,30.23
LU11815-R3P5-55622-55624-55621-55623-55625-20210420,37.66,LU11815,NOD/SCID;,LU11815,LU,62.34
ME12120-R1P2-62968-20210511,39.32,ME12120,NOD/SCID;,ME12120,ME,60.68
MT16036-R5P6-17417-20210608,36.54,MT16036,NOD/SCID;,MT16036,MT,63.46
LI6688-R6P4-41347-20201020,15.97,LI6688,NOD/SCID;,LI6688,LI,84.03
ES2311-P3-6807-20210706,15.51,ES2311,NOD/SCID;,ES2311,ES,84.49
LU5256-R2P2-20161219-315-20201124,2.19,LU5256,NOD/SCID;,LU5256,LU,97.81
AL7442-P5-SP-20170516J-20170704-20,1.75,AL7442,NOD/SCID;,AL7442,AL,98.25
LU5243-R2P2-20161221-R-0413-20201215,7.01,LU5243,NOD/SCID;,LU5243,LU,92.99
LY3148-R9P2-54755-20210316,3.31,LY3148,NOD/SCID;,LY3148,LY,96.69
LU5196-R1P3-80707-20201201,8.44,LU5196,NOD/SCID;,LU5196,LU,91.56
LI6296-R8P6-24156-20201208,6.94,LI6296,NOD/SCID;,LI6296,LI,93.06
LY3786-R8P6-29270-20210511,11.39,LY3786,NOD/SCID;,LY3786,LY,88.61
BL9210-R2P3-202001208-25404-20210316,32.18,BL9210,NOD/SCID;,BL9210,BL,67.82
LY3786-R8P7-20210408-28794-20210518,16.25,LY3786,NOD/SCID;,LY3786,LY,83.75
LU6419-R11P7-19161-2021-01-05,17.93,LU6419,NOD/SCID;,LU6419,LU,82.07
LU0861-R8P3-80336-20210427,23.56,LU0861,NOD/SCID;,LU0861,LU,76.44
OV0243-R18P3-57361-20210608,20.78,OV0243,NOD/SCID;,OV0243,OV,79.22
PA1459-R9P1-20200811-R-11335-20201013,24.79,PA1459,NOD/SCID;,PA1459,PA,75.21
PA0787-R11P7-30761-20201117,55.37,PA0787,NOD/SCID;,PA0787,PA,44.63
PA1280-R7P4-29600-20210511,12.44,PA1280,NOD/SCID;,PA1280,PA,87.56
LU1271-R10P4-20210317-R-22186-20210427,32.32,LU1271,NOD/SCID;,LU1271,LU,67.68
LU5164-R2P10-51164-20201110,2.74,LU5164,NOD/SCID;,LU5164,LU,97.26
HN2575-R1P13-53500-202012229,47.41,HN2575,NOD/SCID;,HN2575,HN,52.59
LY3654-R2P2-20150901-13051-20201208,7.19,LY3654,NOD/SCID;,LY3654,LY,92.81
HN3540-R1P4-14688-20210413,30.85,HN3540,NOD/SCID;,HN3540,HN,69.15
ES0219-R24P3-53115-20210629,2.21,ES0219,NOD/SCID;,ES0219,ES,97.79
CC6614-R1P4-20141120-61682,60.12,CC6614,NOD/SCID;,CC6614,CC,39.88
PA4007-R1P2-20160909-26119-20210615-Machine,46.69,PA4007,NOD/SCID;,PA4007,PA,53.31
BR0438-R15P4-48731-20210601,18.42,BR0438,NOD/SCID;,BR0438,BR,81.58
LI6664-R10P4-48296-20210615,14.97,LI6664,NOD/SCID;,LI6664,LI,85.03
LI6643-R7P7-20210303-R-16466-20210629,10.2,LI6643,NOD/SCID;,LI6643,LI,89.8
ES0218-R18P3-55677-55680-20210525,1.36,ES0218,NOD/SCID;,ES0218,ES,98.64
LU5165-R6P6-20210331-R-28532-20210525,16.36,LU5165,NOD/SCID;,LU5165,LU,83.64
LU5243-R3P3-25582-20210223,6.8,LU5243,NOD/SCID;,LU5243,LU,93.2
LU5256-R4P3-20200812-R-11956-20201222,2.69,LU5256,NOD/SCID;,LU5256,LU,97.31
OV9402-R2P4-31158-20210317,1.14,OV9402,NOD/SCID;,OV9402,OV,98.86
LU5263-R3P8-2681-20210429,3.69,LU5263,NOD/SCID;,LU5263,LU,96.31
UT5320-R2P5-20190618-22306-20210208,4.21,UT5320,NOD/SCID;,UT5320,UT,95.79
LU5180-R1P5-20181122-28505-20210223,1.15,LU5180,NOD/SCID;,LU5180,LU,98.85
BR3116-R6P5-20151228-87738-20210323,11.84,BR3116,NOD/SCID;,BR3116,BR,88.16
HN2195-R10P5-20200909-R-30372-20201124,7.87,HN2195,NOD/SCID;,HN2195,HN,92.13
LU5174-R3P4-55457-20210420-2,24.7,LU5174,NOD/SCID;,LU5174,LU,75.3
CC6607-R3P6-20181025-R-19054-20210608,60.41,CC6607,NOD/SCID;,CC6607,CC,39.59
BR3116-R6P4-20151104-85387-20210323,16.19,BR3116,NOD/SCID;,BR3116,BR,83.81
HN2576-R8P14-57381-20210608,17.95,HN2576,NOD/SCID;,HN2576,HN,82.05
LU5183-R1P3-54976-20210105,1.71,LU5183,NOD/SCID;,LU5183,LU,98.29
LU5271-R2P5-20190917-33727-20210223,3.69,LU5271,NOD/SCID;,LU5271,LU,96.31
OV5296-R7P4-57291-57292-20210601,14.97,OV5296,NOD/SCID;,OV5296,OV,85.03
BR5023-R2P5-52902-20201110,10.11,BR5023,NOD/SCID;,BR5023,BR,89.89
CV10945-R1P3-20200729-12319-20201027,24.7,CV10945,NOD/SCID;,CV10945,CV,75.3
BL5002-R2P3-20170331-33932-20201208,13.96,BL5002,NOD/SCID;,BL5002,BL,86.04
LY2298-R16P5-23653-20210511,6.26,LY2298,NOD/SCID;,LY2298,LY,93.74
LY6938-R2P10-51901--51902-51904-51905-20201124,8.15,LY6938,NOD/SCID;,LY6938,LY,91.85
LU0876-R9P5-18207-2021-01-05,24.01,LU0876,NOD/SCID;,LU0876,LU,75.99
LU5184-R1P4-20181017-18352-20210302,2.59,LU5184,NOD/SCID;,LU5184,LU,97.41
CR5085-R1P2-20190506-27569-20210223,25.03,CR5085,NOD/SCID;,CR5085,CR,74.97
LU0876-R4P4-20160726-56103-20201103,32.24,LU0876,NOD/SCID;,LU0876,LU,67.76
LY3786-R3P5-20160719-24357-20210309,7.78,LY3786,NOD/SCID;,LY3786,LY,92.22
LU5408-R1P2-20190313-30606-20210112,12.9,LU5408,NOD/SCID;,LU5408,LU,87.1
HN2588-R1P3-20160118-88395-20201117,36.63,HN2588,NOD/SCID;,HN2588,HN,63.37
ES3905-R1P5-20170419-38220-20201103,12.7,ES3905,NOD/SCID;,ES3905,ES,87.3
LU6918-R7P8-24771-20201208,17.42,LU6918,NOD/SCID;,LU6918,LU,82.58
BL9210-R1P2-20180411-R-49301-20201215,18,BL9210,NOD/SCID;,BL9210,BL,82
LU5265-R1P4-50078-20201124,4.34,LU5265,NOD/SCID;,LU5265,LU,95.66
GS11327-P0-1,2.7,GS11327,NOD/SCID;,GS11327,GS,97.3
OV0589-R8P3-54581-20210511,25.97,OV0589,NOD/SCID;,OV0589,OV,74.03
CR3211-R5P6-41245-20210202,24.48,CR3211,NOD/SCID;,CR3211,CR,75.52
CR6227-R9P4-22655-20210622,24.71,CR6227,NOD/SCID;,CR6227,CR,75.29
LU11575-R2P2-45978-20201020,25.99,LU11575,NOD/SCID;,LU11575,LU,74.01
CR5089-R1P3-80930,4.87,CR5089,NOD/SCID;,CR5089,CR,95.13
OV3395-R6P5-45936-20201020,8.32,OV3395,NOD/SCID;,OV3395,OV,91.68
CR6243-R8P5-20190711-R-9795-20210126,20.64,CR6243,NOD/SCID;,CR6243,CR,79.36
ES11072-R2P3-23238,13.44,ES11072,NOD/SCID;,ES11072,ES,86.56
LI0050-R30P5-20210324-R-28223-20210706,4.84,LI0050,NOD/SCID;,LI0050,LI,95.16
LU0884-R17P3-57719-20210706,10.79,LU0884,NOD/SCID;,LU0884,LU,89.21
CR0029-R23P7-42825-20210615,13.41,CR0029,NOD/SCID;,CR0029,CR,86.59
CR5089-R1P3-80926,23.17,CR5089,NOD/SCID;,CR5089,CR,76.83
LU5196-R1P3-80708-20210518,2.4,LU5196,NOD/SCID;,LU5196,LU,97.6
LU5408-R1P1-6-20210317,3.78,LU5408,NOD/SCID;,LU5408,LU,96.22
GA0151-R15P3-90937-20210223,38.95,GA0151,NOD/SCID;,GA0151,GA,61.05
LU5195-R3P4-90616-20210223,2.29,LU5195,NOD/SCID;,LU5195,LU,97.71
CR5089-R4P5-93583,29.95,CR5089,NOD/SCID;,CR5089,CR,70.05
BR3116-R12P6-22508-20210608,14.79,BR3116,NOD/SCID;,BR3116,BR,85.21
ES6470-R2P8-19499-2021-01-05,34.52,ES6470,NOD/SCID;,ES6470,ES,65.48
LU5184-R5P5-16423-20210518,2.11,LU5184,NOD/SCID;,LU5184,LU,97.89
LU5263-R1P5-20181212-20629-20201124,2.5,LU5263,NOD/SCID;,LU5263,LU,97.5
GA13766-R1P6-93082,26,GA13766,NOD/SCID;,GA13766,GA,74
UT5320-R5P6-29590-20210330,5.99,UT5320,NOD/SCID;,UT5320,UT,94.01
BL5420-R3P3-54598-20210413,2.08,BL5420,NOD/SCID;,BL5420,BL,97.92
CR3448-R8P7-20210428-R-22901-20210608,6.26,CR3448,NOD/SCID;,CR3448,CR,93.74
CC6690-R5P7-31630-20210317,30.67,CC6690,NOD/SCID;,CC6690,CC,69.33
CR3448-R7P6-16406-20210429,26.14,CR3448,NOD/SCID;,CR3448,CR,73.86
AL7442-P5-SP-20170525M-20170704,2.31,AL7442,NOD/SCID;,AL7442,AL,97.69
FT14787-R1P0-20191227-R-40372,31.58,FT14787,NOD/SCID;,FT14787,FT,68.42
LY2298-R16P6-1123-20210511,7.77,LY2298,NOD/SCID;,LY2298,LY,92.23
OV2029-R8P11-54783-20210316,21.47,OV2029,NOD/SCID;,OV2029,OV,78.53
LI1098-R13P6-92202,40.86,LI1098,NOD/SCID;,LI1098,LI,59.14
LY3148-R9P2-54753-20210309-1,3.1,LY3148,NOD/SCID;,LY3148,LY,96.9
AM8096-P11-TU-20201215C-20210218-20210222,1.51,AM8096,NOD/SCID;,AM8096,AM,98.49
ES2267-P2-5369,14.88,ES2267,NOD/SCID;,ES2267,ES,85.12
PA0787-R12P7-16781-20210601,38,PA0787,NOD/SCID;,PA0787,PA,62
OV0589-R2P2-9536-20210119,33.2,OV0589,NOD/SCID;,OV0589,OV,66.8
LU5195-R3P7-51144-20201117,2.86,LU5195,NOD/SCID;,LU5195,LU,97.14
ES3905-R1P4-20170314-33251-20210601,14.42,ES3905,NOD/SCID;,ES3905,ES,85.58
SA4129-R1P3-20180328-48239-20201222,16.28,SA4129,NOD/SCID;,SA4129,SA,83.72
UT5320-R4P6-10247-20201110,9.23,UT5320,NOD/SCID;,UT5320,UT,90.77
LI6664-R11P6-18007-20210608,24.87,LI6664,NOD/SCID;,LI6664,LI,75.13
LY2318-P0-2224-20210511,21.91,LY2318,NOD/SCID;,LY2318,LY,78.09
OV5296-R1P3-55885-20210330,40.33,OV5296,NOD/SCID;,OV5296,OV,59.67
HN3540-R1P4-20151103-14687-20201110,15.58,HN3540,NOD/SCID;,HN3540,HN,84.42
LU6402-R5P19-55669-20210525,28.67,LU6402,NOD/SCID;,LU6402,LU,71.33
LU5263-R3P6-20201208-R-25426-20210126,1.17,LU5263,NOD/SCID;,LU5263,LU,98.83
GA2140-R12P4-55686-55689-55690-20210601,8.89,GA2140,NOD/SCID;,GA2140,GA,91.11
PA1233-R8P3-99146-20201013,3.61,PA1233,NOD/SCID;,PA1233,PA,96.39
LU5408-R3P4-20210304-16670-20210413,3.79,LU5408,NOD/SCID;,LU5408,LU,96.21
OV5296-R1P4-20160830-57194-20210105,23.09,OV5296,NOD/SCID;,OV5296,OV,76.91
OV0250-R22P4-55947-20210413,8.33,OV0250,NOD/SCID;,OV0250,OV,91.67
LU11554-R1P2-20190808-31716,16.12,LU11554,NOD/SCID;,LU11554,LU,83.88
LU11554-R1P1-24635,12.16,LU11554,NOD/SCID;,LU11554,LU,87.84
LU5263-R1P5-20181212-R-20629-20201215,2.9,LU5263,NOD/SCID;,LU5263,LU,97.1
ME9378-R1P3-20180524-10589-20210323,4.72,ME9378,NOD/SCID;,ME9378,ME,95.28
BL5003-R2P6-20190709-9554-20210406,13.94,BL5003,NOD/SCID;,BL5003,BL,86.06
BR0438-R15P4-48735-20210615-Machine,2.94,BR0438,NOD/SCID;,BR0438,BR,97.06
AL5527-P2-SP-20190604D,8.42,AL5527,NOD/SCID;,AL5527,AL,91.58
LU11554-P2-444,26.53,LU11554,NOD/SCID;,LU11554,LU,73.47
CR5089-R3P4-90644,24.4,CR5089,NOD/SCID;,CR5089,CR,75.6
CV10054-R1P1-79390-RB,14.12,CV10054,NOD/SCID;,CV10054,CV,85.88
LU5174-R3P4-55459-20210330,9.23,LU5174,NOD/SCID;,LU5174,LU,90.77
CR5089-R1P4-82189,39.37,CR5089,NOD/SCID;,CR5089,CR,60.63
LU5263-R4P7-57476-20210622,1.27,LU5263,NOD/SCID;,LU5263,LU,98.73
CR5089-R2P5-09743,2.35,CR5089,NOD/SCID;,CR5089,CR,97.65
UT5320-R2P5-20190618-22307-20210713,4.29,UT5320,NOD/SCID;,UT5320,UT,95.71
SA2466-R3P3-55449-20210706,7.16,SA2466,NOD/SCID;,SA2466,SA,92.84
CR0029-R23P7-42825-20210615-Machine,14.2,CR0029,NOD/SCID;,CR0029,CR,85.8
ME12120-R4P3-58905-20210713,15.07,ME12120,NOD/SCID;,ME12120,ME,84.93
HN3540-R7P6-20210407-R-28639-20210629,16.22,HN3540,NOD/SCID;,HN3540,HN,83.78
LI6664-R11P6-18010-20210223,38.12,LI6664,NOD/SCID;,LI6664,LI,61.88
AL5527-P4-SP-20200324B-20R12888,8.24,AL5527,NOD/SCID;,AL5527,AL,91.76
HN3533-R6P5-31243-20210601,22.28,HN3533,NOD/SCID;,HN3533,HN,77.72
CR0047-R19P4-20210209-R-29778-20210601,26.82,CR0047,NOD/SCID;,CR0047,CR,73.18
OV1365-R3P5-20140820-50497-20210302,13.67,OV1365,NOD/SCID;,OV1365,OV,86.33
AL5527-P5-SP-20200507A-B,17.72,AL5527,NOD/SCID;,AL5527,AL,82.28
GA6895-R2P5-20160111-38255-20210208,41.94,GA6895,NOD/SCID;,GA6895,GA,58.06
LI6643-R4P6-20200220-42355-20210309,12.18,LI6643,NOD/SCID;,LI6643,LI,87.82
HN0366-R19P6-29591-20210429,6.8,HN0366,NOD/SCID;,HN0366,HN,93.2
BN2331-R5P9-88026-20210511,16.25,BN2331,NOD/SCID;,BN2331,BN,83.75
HN2588-R4P5-31975-20210223,41.95,HN2588,NOD/SCID;,HN2588,HN,58.05
AL5527-P5-TU-20200507A-C,1.03,AL5527,NOD/SCID;,AL5527,AL,98.97
PA1322-R6P5-54565-20210309,32.33,PA1322,NOD/SCID;,PA1322,PA,67.67
CR0029-R23P7-20200213-42824-20201103,11.66,CR0029,NOD/SCID;,CR0029,CR,88.34
KI0551-R18P3-53137-53139-53135-20210525,18.17,KI0551,NOD/SCID;,KI0551,KI,81.83
ES0218-R18P3-55678-20210518-1,1.66,ES0218,NOD/SCID;,ES0218,ES,98.34
LI6663-R9P8-20210310-R-16975-20210601,3.59,LI6663,NOD/SCID;,LI6663,LI,96.41
BL5002-R2P5-20170801-01998-20210309,3.16,BL5002,NOD/SCID;,BL5002,BL,96.84
CR2565-R5P6-20200901-R-10720-20201117,11.86,CR2565,NOD/SCID;,CR2565,CR,88.14
GA6878-R6P7-20190827-R-32621-20210119,44.15,GA6878,NOD/SCID;,GA6878,GA,55.85
CR2559-P2-20210427,21.39,CR2559,NOD/SCID;,CR2559,CR,78.61
LI6663-R8P8-20200825-R-10786-20201110,10.06,LI6663,NOD/SCID;,LI6663,LI,89.94
HN2574-R1P13-50268-20210223,36.17,HN2574,NOD/SCID;,HN2574,HN,63.83
SA2466-R3P3-55448-20210622,5.55,SA2466,NOD/SCID;,SA2466,SA,94.45
BL5002-R2P5-20170801-01998-20210518,3.19,BL5002,NOD/SCID;,BL5002,BL,96.81
LU3075-R11P6-20201223-R-31238-20210406,34.07,LU3075,NOD/SCID;,LU3075,LU,65.93
HN2574-R6P14-55488-55490-20210420,16.8,HN2574,NOD/SCID;,HN2574,HN,83.2
BL5002-R2P5-20170801-01998-20210511,3.18,BL5002,NOD/SCID;,BL5002,BL,96.82
LU5183-P2-912,5.39,LU5183,NOD/SCID;,LU5183,LU,94.61
AL5527-P5-LI-20200507A-A,28.73,AL5527,NOD/SCID;,AL5527,AL,71.27
LU3075-R11P7-20210401-28737-20210511,27.81,LU3075,NOD/SCID;,LU3075,LU,72.19
HN3530-R6P3-57377-202106015,11.39,HN3530,NOD/SCID;,HN3530,HN,88.61
AL5527-P4-LY-20200324B-20R12878,1.02,AL5527,NOD/SCID;,AL5527,AL,98.98
LY12954-R2P2-50244-20201027,5.2,LY12954,NOD/SCID;,LY12954,LY,94.8
AL5527-P3-SP-20190827A-19R52613,21.58,AL5527,NOD/SCID;,AL5527,AL,78.42
AL5527-P4-SP-20200324B-20R12876,5.83,AL5527,NOD/SCID;,AL5527,AL,94.17
AL5527-P2-TU-20190604D,2.09,AL5527,NOD/SCID;,AL5527,AL,97.91
CR6454-R7P9-58915-202106015-Machine,7.44,CR6454,NOD/SCID;,CR6454,CR,92.56
OV2017-R5P8-54721-54722-20210330,34.55,OV2017,NOD/SCID;,OV2017,OV,65.45
ME12113-R1P2-20170427-38535-20200819,4.74,ME12113,NOD/SCID;,ME12113,ME,95.26
ME14002-R1P4-23793,24.06,ME14002,NOD/SCID;,ME14002,ME,75.94
AL5527-P3-TU-20190827A,7.49,AL5527,NOD/SCID;,AL5527,AL,92.51
LU5183-R1P2-51904,4.18,LU5183,NOD/SCID;,LU5183,LU,95.82
ME14002-R1P3-30472-RF,14.73,ME14002,NOD/SCID;,ME14002,ME,85.27
ES0219-R24P3-53112-53113-20210629,3.54,ES0219,NOD/SCID;,ES0219,ES,96.46
HN3530-R6P3-57378-57380-20210622,4.7,HN3530,NOD/SCID;,HN3530,HN,95.3
ME9378-R3P5-20210507-15793-20210622,8.24,ME9378,NOD/SCID;,ME9378,ME,91.76
BR1282-R15P13-9995-20210622,13.57,BR1282,NOD/SCID;,BR1282,BR,86.43
CR1281-R4P2-20160127-18104-20210706,18.6,CR1281,NOD/SCID;,CR1281,CR,81.4
ES0218-R18P3-55677-55680-20210525,1.4,ES0218,NOD/SCID;,ES0218,ES,98.6
LU11612-R1P1-16694-RF,27.31,LU11612,NOD/SCID;,LU11612,LU,72.69
AL5527-P4-LY-20200324B-20R12859,1.68,AL5527,NOD/SCID;,AL5527,AL,98.32
HN3530-R5P10-5801-20210518,13.62,HN3530,NOD/SCID;,HN3530,HN,86.38
PA1221-R2P2-3462,25.38,PA1221,NOD/SCID;,PA1221,PA,74.62
CR1451-R9P6-29237-20210511,22.4,CR1451,NOD/SCID;,CR1451,CR,77.6
ES0218-R18P3-55679-20210525,11.38,ES0218,NOD/SCID;,ES0218,ES,88.62
HN9299-R1P3-49960-20210608,17.72,HN9299,NOD/SCID;,HN9299,HN,82.28
PA1383-R10P4-54566-54567-20210330,20.85,PA1383,NOD/SCID;,PA1383,PA,79.15
LU5369-R1P4-20181112-19726-20210112,3.69,LU5369,NOD/SCID;,LU5369,LU,96.31
OV5296-R1P3-55881-20210518,30.52,OV5296,NOD/SCID;,OV5296,OV,69.48
LY6938-R1P5-20160621-54974-20201110,8.69,LY6938,NOD/SCID;,LY6938,LY,91.31
ES0218-R18P3-55679-20210525,10.78,ES0218,NOD/SCID;,ES0218,ES,89.22
AL5527-P4-SP-20200324B,15.33,AL5527,NOD/SCID;,AL5527,AL,84.67
OV2029-R7P11-10713-20210608,35.17,OV2029,NOD/SCID;,OV2029,OV,64.83
AL5527-P3-SP-20190827A,4.14,AL5527,NOD/SCID;,AL5527,AL,95.86
BL3578-R6P9-3496-20210317,8.09,BL3578,NOD/SCID;,BL3578,BL,91.91
LY2318-P1-5386-20210112,22.84,LY2318,NOD/SCID;,LY2318,LY,77.16
LY2298-R16P5-23638-20210330,7.99,LY2298,NOD/SCID;,LY2298,LY,92.01
ES0218-R17P3-95506-20210223,2.17,ES0218,NOD/SCID;,ES0218,ES,97.83
ME14008-R1P2-84285,7.95,ME14008,NOD/SCID;,ME14008,ME,92.05
PE16973-R1P0-94594,13.34,PE16973,NOD/SCID;,PE16973,PE,86.66
PA1233-R9P5-54571-20210518,29.22,PA1233,NOD/SCID;,PA1233,PA,70.78
GA2140-R12P3-55688-20210518,8.31,GA2140,NOD/SCID;,GA2140,GA,91.69
CC6609-R5P6-16753-20210601,21.19,CC6609,NOD/SCID;,CC6609,CC,78.81
OV9502-R1P5-50743-20200915,27.73,OV9502,NOD/SCID;,OV9502,OV,72.27
CR2533-R6P5-20160906-R-26613-20210511,3.49,CR2533,NOD/SCID;,CR2533,CR,96.51
OV5296-R7P4-57293-20210525,12.17,OV5296,NOD/SCID;,OV5296,OV,87.83
CC6279-R10P5-20200923-R-30799-20201215,36.64,CC6279,NOD/SCID;,CC6279,CC,63.36
LY6931-R1P5-57093-20210112,5.9,LY6931,NOD/SCID;,LY6931,LY,94.1
BL5420-R1P2-83208-20210119,7.66,BL5420,NOD/SCID;,BL5420,BL,92.34
CC6614-R4P5-20200629-R-13254-20200922,64.81,CC6614,NOD/SCID;,CC6614,CC,35.19
HN3537-R6P3-50450-20200929,6.24,HN3537,NOD/SCID;,HN3537,HN,93.76
GA9275-R1P3-10513-LF-20210202,17.03,GA9275,NOD/SCID;,GA9275,GA,82.97
CR0029-R24P8-20201028-R-18400-20201215,20.75,CR0029,NOD/SCID;,CR0029,CR,79.25
GA6820-R4P5-95979-20200818,36.15,GA6820,NOD/SCID;,GA6820,GA,63.85
ME11994-R2P4-20200616-45207-20210316,2.25,ME11994,NOD/SCID;,ME11994,ME,97.75
BR9464-R1P6-86628-RF,28.92,BR9464,NOD/SCID;,BR9464,BR,71.08
LY2298-R16P6-20210311-16685-20210525,5.94,LY2298,NOD/SCID;,LY2298,LY,94.06
BR5015-R3P4-20200708-R-13145-20200901,7.75,BR5015,NOD/SCID;,BR5015,BR,92.25
GA6878-R7P8-23601-20210330,26.54,GA6878,NOD/SCID;,GA6878,GA,73.46
LI6692-R6P4-11586-2,3.28,LI6692,NOD/SCID;,LI6692,LI,96.72
PE16973-R1P1-98516-20200915,21.08,PE16973,NOD/SCID;,PE16973,PE,78.92
ME12113-R2P3-20200812-R-11932-20201020,3.23,ME12113,NOD/SCID;,ME12113,ME,96.77
LI6296-R6P5-20171214-44550-20200908,14.09,LI6296,NOD/SCID;,LI6296,LI,85.91
LU2551-R3P3-99456-20200908,16.38,LU2551,NOD/SCID;,LU2551,LU,83.62
ME14008-R1P2-84282-RF,18.27,ME14008,NOD/SCID;,ME14008,ME,81.73
BR2014-R1P3-20160202-50213-20200908,7.36,BR2014,NOD/SCID;,BR2014,BR,92.64
LU6402-R5P19-55667-20210525,15.24,LU6402,NOD/SCID;,LU6402,LU,84.76
PA6265-R5P3-20191225-R-35836,36.47,PA6265,NOD/SCID;,PA6265,PA,63.53
LU5355-R2P4-31066,34.54,LU5355,NOD/SCID;,LU5355,LU,65.46
LU3075-R14P5-55696-55698-55697-55700-20210608,41.98,LU3075,NOD/SCID;,LU3075,LU,58.02
PA1383-R10P4-54568-54569-20210330,26.92,PA1383,NOD/SCID;,PA1383,PA,73.08
CR1560-R12P3-99601-20200818,38.88,CR1560,NOD/SCID;,CR1560,CR,61.12
PA3127-R10P3-52279-52280-20201110,14.03,PA3127,NOD/SCID;,PA3127,PA,85.97
BR1282-R15P2-92315,29.85,BR1282,NOD/SCID;,BR1282,BR,70.15
CR2565-P3-,22.5,CR2565,NOD/SCID;,CR2565,CR,77.5
LU11612-R2P3-22107-RB,32.42,LU11612,NOD/SCID;,LU11612,LU,67.58
CR2565-R4P4-99437,15.69,CR2565,NOD/SCID;,CR2565,CR,84.31
ME13983-R2P3-22583,4.74,ME13983,NOD/SCID;,ME13983,ME,95.26
ES2356-R6P1-98908-20200915,34.37,ES2356,NOD/SCID;,ES2356,ES,65.63
OV1365-R15P6-20210205-R-29607-20210713,21.73,OV1365,NOD/SCID;,OV1365,OV,78.27
LU5355-R2P3-22594,52.72,LU5355,NOD/SCID;,LU5355,LU,47.28
CR15091-R1P0-77097,39.69,CR15091,NOD/SCID;,CR15091,CR,60.31
HN2594-R1P5-20160203-50259-20200908,32.23,HN2594,NOD/SCID;,HN2594,HN,67.77
CR6243-R10P3-54416-54417-51149-20210330,17.18,CR6243,NOD/SCID;,CR6243,CR,82.82
MT16036-R5P6-17417-20210608,36.69,MT16036,NOD/SCID;,MT16036,MT,63.31
SA16056-R1P2-15855,19.14,SA16056,NOD/SCID;,SA16056,SA,80.86
BR9464-R1P8-89270-RB,13.89,BR9464,NOD/SCID;,BR9464,BR,86.11
CC6205-R7P4-27840,37.79,CC6205,NOD/SCID;,CC6205,CC,62.21
PA2566-R2P9-70361-RF,47.64,PA2566,NOD/SCID;,PA2566,PA,52.36
LY3604-R3P3-27745,23.86,LY3604,NOD/SCID;,LY3604,LY,76.14
GA15725-R1P2-82485-LB,5.98,GA15725,NOD/SCID;,GA15725,GA,94.02
BL5003-P5-24975,1.37,BL5003,NOD/SCID;,BL5003,BL,98.63
CR2046-R1P6-54235,27.72,CR2046,NOD/SCID;,CR2046,CR,72.28
CR9264-R1P5-12266-RF,2.6,CR9264,NOD/SCID;,CR9264,CR,97.4
CR3015-R6P4-56336-20210629,2.94,CR3015,NOD/SCID;,CR3015,CR,97.06
BL5002-R2P4-20170619-00604-20210713,3.59,BL5002,NOD/SCID;,BL5002,BL,96.41
UT2449-R1P7-53515-20210713,14.83,UT2449,NOD/SCID;,UT2449,UT,85.17
HN2583-R1P5-88204-20210713,50.81,HN2583,NOD/SCID;,HN2583,HN,49.19
OV15841-P18-81866,0.03,OV15841,NOD/SCID;,OV15841,OV,99.97
